"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"296000207169150977","","","","","2013-01-28 21:02:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",".@evernote Feature request: I'd love a more simplified format bar. Basically default heading levels."
"295999361521971200","295999217049145345","18445946","","","2013-01-28 20:58:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@srdean WALKIN' ON A DREAM"
"295999324599496704","295999217049145345","18445946","","","2013-01-28 20:58:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@srdean Empire of the Sun?"
"295976463537168384","","","292403281349705729","15334840","2013-01-28 19:27:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @potch: alias yolo='git commit -am ""DEAL WITH IT"" &amp;&amp; git push -f origin master'"
"295973273374707712","295972377869828096","86216086","","","2013-01-28 19:15:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cdecaro HAHA. I almost lost it on Nothing But Neti. That might work. Lemme think about it."
"295972181865807872","295971914894172160","86216086","","","2013-01-28 19:10:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cdecaro Now the dreaded ""domain search"" phase..."
"295971565852565504","295970359704952832","86216086","","","2013-01-28 19:08:14 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cdecaro I actually should do that. I've also wanted to do the same thing with placeholder images, like http://t.co/VPOrJMqF","http://placekitten.com"
"295970007932862464","","","","","2013-01-28 19:02:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Someone needs to make a list of all the Ipsum generators. Just found DeLorean Ipsum: http://t.co/MRfQAhmt","http://www.deloreanipsum.com"
"295962765061918720","295962011249016832","9085712","","","2013-01-28 18:33:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@slashclee @dreamhost Haha. I've got some ideas for that."
"295960854137036801","","","","","2013-01-28 18:25:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","The behind the scenes on Polygon's design was a really good read. http://t.co/cznYlnn2 It's always interesting to see the process.","http://product.voxmedia.com/post/41372936322/an-inside-peek-into-the-polygon-design-process"
"295745340588576768","","","","","2013-01-28 04:09:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Sweet, just started my first deployment using Dandelion. https://t.co/ZqVYWKMa Pretty easy to use.","https://github.com/scttnlsn/dandelion"
"294661092003700736","","","","","2013-01-25 04:20:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","If the first rule of Fight Club was don't talk about Fight Club, who thought it would be a good idea to sign off on a movie about it?"
"294643779137335297","294641823673114625","3280841","","","2013-01-25 03:12:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@kriegs Way to jinx it..."
"294635950636670976","","","","","2013-01-25 02:40:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I think my favorite thing is when you combined two variations of a design and make something way better."
"294607185252589568","","","","","2013-01-25 00:46:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Alright @clee has convinced me. I want to go to Mars. We can do it guys."
"294596993169375232","294596750646333440","9085712","","","2013-01-25 00:06:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@slashclee Still waiting..."
"294578028871290880","","","","","2013-01-24 22:50:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","If this news is true, I will be camping out waiting for Star Wars EVII http://t.co/ByLkrAwG","http://www.slashfilm.com/j-j-abrams-to-direct-star-wars-episode-vii/"
"294571674769174529","","50280181","","","2013-01-24 22:25:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sketchapp How do you delete Slices?"
"294533865052184576","","","294501621302456320","23173615","2013-01-24 19:55:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @prodigalsam: ?Hey haters.? - oatmeal raisin cookies"
"294238577259339776","","11458682","","","2013-01-24 00:21:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jamescosta You know how to mess with Google Analytics right? When you're online next and have a minute, IM me."
"294194219805974528","","26021668","","","2013-01-23 21:25:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@fontfabric Why does Code Pro have two separate fonts for upper and lowercase?"
"294188814707073024","","","","","2013-01-23 21:04:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I need a good font-face-able extended sans. Any halp?"
"294169639267753984","","","","","2013-01-23 19:48:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Such a good post on front-end performance: http://t.co/WrS36Tsy So many things I want to apply.","http://csswizardry.com/2013/01/front-end-performance-for-web-designers-and-front-end-developers/"
"293802333563924481","293801370857922560","1468861","","","2013-01-22 19:28:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@marcamos It takes an insane amount of talent to play such weird music and make it sound good."
"293801027428302849","293800449612599296","1468861","","","2013-01-22 19:23:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@marcamos I vote amazing."
"293781948315353088","293781806111653888","108812523","","","2013-01-22 18:07:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Justin_Lund Hahaha. I like it."
"293779988052852736","","","","","2013-01-22 17:59:41 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Now accepting all name submissions. First idea: Minisaurus Rex http://t.co/JBbnzqzz","http://instagr.am/p/Uy5Xpks9kf/"
"293762318108594176","293728956400664579","7387402","","","2013-01-22 16:49:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@PowerLlama pirate for a day?"
